TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA
CCPR3;14,08;6,62;26,20;1.200,21;425,88;65,30;56,23;16,69;7,77;7,78;0,00;0,49;4,37;3.895,54;-498,62;3,99;4.581,70;1.625,77;5.296,81;0,35;0,39;97,43;4,28;-8,25;10.165.402,35;0,01;0,54
CCRO3;13,30;3,62;40,80;3,36;0,76;35,83;25,41;6,59;10,58;16,07;5,50;1,74;2,69;32,37;-1,01;1,10;8,23;1,86;6,27;0,23;0,77;0,28;7,44;1,11;170.423.385,26;3,96;0,33
CCXC3;1,16;;-0,46;-0,04;0,20;;;;-0,74;-0,72;0,02;;;-0,04;;0,16;-8,10;-43,41;4,96;-5,36;6,37;0,00;;;45.760,33;-31,35;-2,54
CEAB3;13,30;1,91;-12,80;1,61;0,60;47,62;-1,02;-7,89;-99,18;-136,91;-37,73;0,61;1,01;3,24;-1,11;1,69;-12,56;-4,73;-2,83;0,38;0,62;0,60;;;21.067.189,97;8,27;-1,04
CEBR3;125,00;1,33;21,25;2,12;0,49;12,64;6,12;3,13;10,85;11,55;-0,30;-0,06;0,66;2,55;-3,27;1,29;9,99;2,30;8,65;0,23;0,71;0,74;6,64;;230.004,12;58,88;5,88
CEBR5;158,89;2,47;27,01;2,70;0,62;12,64;6,12;3,13;13,79;11,55;-0,30;-0,06;0,84;3,24;-4,16;1,29;9,99;2,30;8,65;0,23;0,71;0,74;6,64;;137.616,24;58,88;5,88
CEBR6;148,00;1,24;25,16;2,51;0,58;12,64;6,12;3,13;12,85;11,55;-0,30;-0,06;0,79;3,02;-3,87;1,29;9,99;2,30;8,65;0,23;0,71;0,74;6,64;;407.480,53;58,88;5,88
CEDO3;13,00;;-2,22;1,03;0,19;15,82;-2,18;-9,98;-10,17;-23,72;-16,06;1,62;0,22;-2,56;-0,31;0,84;-46,11;-8,71;-3,52;0,19;0,78;0,87;3,73;;119.063,56;12,68;-5,85
CEDO4;5,54;;-0,95;0,44;0,08;15,82;-2,18;-9,98;-4,33;-23,72;-16,06;1,62;0,09;-1,09;-0,13;0,84;-46,11;-8,71;-3,52;0,19;0,78;0,87;3,73;;154.672,38;12,68;-5,85
CEEB3;43,00;1,16;11,00;1,88;0,54;22,95;15,51;10,05;7,13;13,10;4,74;1,25;1,11;21,67;-0,68;1,14;17,11;4,89;9,66;0,29;0,71;0,49;12,72;16,24;47.429,50;22,85;3,91
CEEB5;43,00;1,16;11,00;1,88;0,54;22,95;15,51;10,05;7,13;13,10;4,74;1,25;1,11;21,67;-0,68;1,14;17,11;4,89;9,66;0,29;0,71;0,49;12,72;16,24;38.555,60;22,85;3,91
CEEB6;60,68;0,90;15,52;2,66;0,76;22,95;15,51;10,05;10,06;13,10;4,74;1,25;1,56;30,58;-0,96;1,14;17,11;4,89;9,66;0,29;0,71;0,49;12,72;16,24;13.434.802,08;22,85;3,91
CEED3;53,00;;-0,34;-0,10;0,13;-1,01;-16,70;-44,49;-0,90;-2,53;-1,63;;0,15;-0,12;-0,17;0,17;-28,67;-39,36;13,70;-1,37;2,37;0,88;3,53;;128.075,78;-548,09;-157,15
CEED4;70,00;;-0,45;-0,13;0,18;-1,01;-16,70;-44,49;-1,19;-2,53;-1,63;;0,20;-0,15;-0,23;0,17;-28,67;-39,36;13,70;-1,37;2,37;0,88;3,53;;36.841,33;-548,09;-157,15
CEGR3;59,73;0,16;39,44;13,14;4,44;29,25;18,21;10,97;23,75;24,93;1,18;0,66;4,33;-73,74;-5,94;0,81;33,31;11,25;19,93;0,34;0,66;1,03;5,62;3,05;18.839,86;4,55;1,51
CEPE3;0,00;;0,00;0,00;0,00;16,65;8,14;3,37;0,00;9,27;8,85;2,65;0,00;0,00;0,00;1,04;12,39;2,19;6,03;0,18;0,82;0,65;9,02;6,60;;22,64;2,80
CEPE5;25,00;6,54;8,92;1,10;0,20;16,65;8,14;3,37;3,69;9,27;8,85;2,65;0,30;15,42;-0,29;1,04;12,39;2,19;6,03;0,18;0,82;0,65;9,02;6,60;38.348,41;22,64;2,80
CEPE6;33,89;5,30;12,09;1,50;0,26;16,65;8,14;3,37;5,01;9,27;8,85;2,65;0,41;20,90;-0,39;1,04;12,39;2,19;6,03;0,18;0,82;0,65;9,02;6,60;13.453,00;22,64;2,80
CESP3;29,58;6,25;6,61;1,36;0,76;40,93;56,72;79,28;9,23;10,10;0,86;0,13;5,24;19,03;-0,84;1,69;20,57;11,49;1,55;0,56;0,44;0,14;-20,20;15,73;271.265,91;21,77;4,48
CESP5;45,00;4,11;10,05;2,07;1,15;40,93;56,72;79,28;14,05;10,10;0,86;0,13;7,97;28,95;-1,28;1,69;20,57;11,49;1,55;0,56;0,44;0,14;-20,20;15,73;65.675,87;21,77;4,48
CESP6;29,65;6,24;6,62;1,36;0,76;40,93;56,72;79,28;9,26;10,10;0,86;0,13;5,25;19,08;-0,84;1,69;20,57;11,49;1,55;0,56;0,44;0,14;-20,20;15,73;54.292.280,50;21,77;4,48
CGAS3;168,50;4,98;18,66;18,42;1,93;34,16;23,24;14,13;11,34;;2,42;3,92;2,64;14,81;-3,59;1,39;98,74;10,33;16,55;0,10;0,90;0,73;8,30;17,45;116.834,28;9,15;9,03
CGAS5;170,01;5,43;18,82;18,59;1,94;34,16;23,24;14,13;11,45;;2,42;3,92;2,66;14,94;-3,62;1,39;98,74;10,33;16,55;0,10;0,90;0,73;8,30;17,45;1.311.170,68;9,15;9,03
CGRA3;35,20;4,98;5,21;1,13;0,86;53,96;24,81;31,06;6,52;5,53;-0,94;-0,16;1,62;3,39;-1,43;2,82;21,75;16,61;13,56;0,76;0,24;0,53;3,42;16,83;45.821,33;31,09;6,76
CGRA4;34,77;5,04;5,14;1,12;0,85;53,96;24,81;31,06;6,44;5,53;-0,94;-0,16;1,60;3,35;-1,41;2,82;21,75;16,61;13,56;0,76;0,24;0,53;3,42;16,83;348.330,21;31,09;6,76
CIEL3;3,75;0,80;15,73;1,11;0,13;30,67;8,88;6,05;10,72;14,32;3,60;0,37;0,95;1,60;-0,78;1,11;7,07;0,82;2,85;0,12;0,88;0,14;7,99;-11,13;142.063.607,12;3,37;0,24
CLSC3;56,00;3,12;6,17;1,28;0,21;12,66;6,42;4,27;4,10;5,24;1,30;0,41;0,26;6,46;-0,32;1,10;20,70;3,36;10,21;0,16;0,84;0,79;4,99;-11,18;11.424,67;43,87;9,08
CLSC4;52,30;3,68;5,76;1,19;0,19;12,66;6,42;4,27;3,83;5,24;1,30;0,41;0,25;6,03;-0,30;1,10;20,70;3,36;10,21;0,16;0,84;0,79;4,99;-11,18;351.941,06;43,87;9,08
CMIG3;16,10;3,75;12,05;1,41;0,46;23,11;16,08;8,20;6,14;8,36;2,76;0,64;0,99;3,84;-0,65;1,70;11,73;3,81;10,48;0,32;0,68;0,46;5,38;-0,06;11.510.833,79;11,39;1,34
CMIG4;13,96;4,32;10,45;1,23;0,40;23,11;16,08;8,20;5,33;8,36;2,76;0,64;0,86;3,33;-0,56;1,70;11,73;3,81;10,48;0,32;0,68;0,46;5,38;-0,06;133.177.176,65;11,39;1,34
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,38;0,38;-0,89;;0,00;0,00;141,75;-233,87;-232,40;-237,47;0,99;0,01;0,00;;;;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,38;0,38;-0,89;;0,00;0,00;141,75;-233,87;-232,40;-237,47;0,99;0,01;0,00;;;;0,00;0,00
CNSY3;30,22;;-27,81;135,13;5,22;-7,98;-37,91;-48,05;-35,24;-39,58;-4,34;16,62;13,36;-20,45;-5,51;0,17;-485,95;-18,76;-22,50;0,04;0,96;0,39;19,24;;0,00;0,22;-1,09
CNTO3;29,95;;195,95;3,77;1,41;45,63;5,49;1,71;60,93;63,56;2,63;0,16;3,35;4,92;-2,75;2,42;1,92;0,72;2,88;0,37;0,63;0,42;;;50.279.771,76;7,94;0,15
COCE3;72,00;2,95;15,47;1,76;0,57;14,35;9,04;6,37;10,90;12,93;4,45;0,72;0,99;-151,34;-0,82;0,99;11,37;3,67;7,14;0,32;0,68;0,58;8,25;9,99;23.092,93;40,94;4,65
COCE5;57,87;3,67;12,44;1,41;0,46;14,35;9,04;6,37;8,76;12,93;4,45;0,72;0,79;-121,64;-0,66;0,99;11,37;3,67;7,14;0,32;0,68;0,58;8,25;9,99;770.687,21;40,94;4,65
COCE6;30,22;7,03;6,49;0,74;0,24;14,35;9,04;6,37;4,57;12,93;4,45;0,72;0,41;-63,52;-0,35;0,99;11,37;3,67;7,14;0,32;0,68;0,58;8,25;9,99;;40,94;4,65
COGN3;4,78;;-4,59;0,52;0,25;59,44;-15,18;-31,59;-9,55;-17,17;-7,61;0,42;1,45;2,21;-0,32;1,94;-11,37;-5,42;-3,65;0,48;0,49;0,17;13,24;-24,68;345.117.360,12;9,16;-1,04
CORR3;2,71;;0,01;0,01;0,00;74,74;56,37;53,90;0,01;-0,09;-0,21;-0,35;0,00;0,00;-0,02;13,09;164,96;40,75;159,34;0,25;0,75;0,76;-33,38;;46.074,96;240,27;396,36
CORR4;69,00;;0,17;0,29;0,07;74,74;56,37;53,90;0,17;-0,09;-0,21;-0,35;0,09;0,09;-0,41;13,09;164,96;40,75;159,34;0,25;0,75;0,76;-33,38;;10.850,00;240,27;396,36
CPFE3;32,38;5,56;10,60;2,57;0,74;22,58;16,55;11,87;7,60;10,06;2,46;0,83;1,26;12,68;-1,07;1,23;24,22;6,95;11,08;0,29;0,71;0,59;11,46;25,40;80.566.054,21;12,61;3,06
CPLE3;68,79;3,26;4,86;0,94;0,42;29,92;22,48;18,04;3,90;5,37;1,39;0,33;0,88;6,55;-0,54;1,40;19,32;8,60;10,59;0,45;0,55;0,48;3,14;9,08;11.647.839,00;73,29;14,16
CPLE5;60,52;10,47;4,27;0,83;0,37;29,92;22,48;18,04;3,43;5,37;1,39;0,33;0,77;5,77;-0,47;1,40;19,32;8,60;10,59;0,45;0,55;0,48;3,14;9,08;6.052,00;73,29;14,16
CPLE6;71,73;3,44;5,07;0,98;0,44;29,92;22,48;18,04;4,07;5,37;1,39;0,33;0,91;6,83;-0,56;1,40;19,32;8,60;10,59;0,45;0,55;0,48;3,14;9,08;92.677.337,76;73,29;14,16
CPRE3;18,23;;19,05;1,89;0,86;49,98;35,17;28,88;15,64;17,64;2,00;0,24;5,50;-91,82;-0,99;0,94;9,91;4,50;5,66;0,45;0,54;0,16;9,10;;5.456,00;9,66;0,96
CRDE3;27,20;;-20,54;0,55;0,49;80,97;3,49;-48,06;282,76;206,03;-76,73;-0,15;9,87;3,05;-0,62;4,89;-2,67;-2,41;-0,28;0,90;0,10;0,05;11,36;;44.032,50;49,69;-1,32
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44
CRFB3;19,48;1,28;16,30;2,62;0,83;20,00;6,10;3,52;9,40;10,72;1,32;0,37;0,57;16,77;-1,61;1,11;16,05;5,10;13,12;0,32;0,65;1,45;10,32;12,50;120.375.890,88;7,45;1,19
CRIV3;5,54;0,63;9,82;0,58;0,10;53,72;17,06;11,75;6,77;7,20;;;1,15;0,78;-0,13;2,93;5,95;1,05;;0,18;0,82;0,09;-5,15;14,18;18.949,59;9,49;0,56
CRIV4;6,36;7,65;11,27;0,67;0,12;53,72;17,06;11,75;7,77;7,20;;;1,33;0,89;-0,15;2,93;5,95;1,05;;0,18;0,82;0,09;-5,15;14,18;30.860,00;9,49;0,56
CRPG3;32,38;0,43;7,78;1,39;1,01;31,56;20,87;20,28;7,56;6,03;-1,59;-0,29;1,58;1,47;-5,41;6,44;17,92;13,01;18,10;0,73;0,27;0,64;8,35;;13.201,00;23,24;4,16
CRPG5;32,79;0,42;7,88;1,41;1,02;31,56;20,87;20,28;7,65;6,03;-1,59;-0,29;1,60;1,49;-5,48;6,44;17,92;13,01;18,10;0,73;0,27;0,64;8,35;;501.178,91;23,24;4,16
CRPG6;32,00;0,44;7,69;1,38;1,00;31,56;20,87;20,28;7,47;6,03;-1,59;-0,29;1,56;1,46;-5,35;6,44;17,92;13,01;18,10;0,73;0,27;0,64;8,35;;142.754,38;23,24;4,16
CSAB3;54,99;5,64;9,27;2,15;1,08;-432,32;-5.765,78;-5.795,29;9,32;9,06;;;;10,62;-1,28;2,99;23,21;11,67;;0,50;0,50;0,00;-27,17;-14,21;9.537,75;25,55;5,93
CSAB4;51,90;6,58;8,75;2,03;1,02;-432,32;-5.765,78;-5.795,29;8,80;9,06;;;;10,02;-1,21;2,99;23,21;11,67;;0,50;0,50;0,00;-27,17;-14,21;43.102,83;25,55;5,93
CSAN3;76,10;1,97;29,29;2,81;0,83;29,61;19,83;7,87;11,63;16,17;4,54;1,10;2,31;5,25;-1,23;1,95;9,61;2,84;8,48;0,30;0,69;0,36;10,73;31,02;185.452.211,59;27,04;2,60
CSMG3;16,05;17,37;7,60;0,85;0,51;44,16;23,69;15,15;4,86;6,63;1,77;0,31;1,15;7,27;-0,63;1,57;11,24;6,67;9,31;0,59;0,41;0,44;4,54;18,85;47.549.248,82;18,79;2,11
CSNA3;30,40;0,03;38,01;8,44;0,74;32,98;14,06;4,14;11,20;18,54;7,34;5,53;1,57;7,43;-1,10;1,44;22,21;1,95;6,82;0,09;0,89;0,47;9,54;;326.222.409,62;3,60;0,80
CSRN3;16,61;0,99;8,66;2,13;0,60;23,60;17,42;12,31;6,12;9,25;3,16;1,10;1,07;6,48;-0,78;1,68;24,58;6,93;12,19;0,28;0,72;0,56;10,15;5,29;10.003,38;7,80;1,92
CSRN5;18,50;0,98;9,65;2,37;0,67;23,60;17,42;12,31;6,82;9,25;3,16;1,10;1,19;7,21;-0,87;1,68;24,58;6,93;12,19;0,28;0,72;0,56;10,15;5,29;26.878,40;7,80;1,92
CSRN6;16,21;1,12;8,46;2,08;0,59;23,60;17,42;12,31;5,98;9,25;3,16;1,10;1,04;6,32;-0,76;1,68;24,58;6,93;12,19;0,28;0,72;0,56;10,15;5,29;54.492,00;7,80;1,92
CTCA3;0,00;;0,00;0,00;0,00;64,04;23,48;16,83;0,00;-1,83;-1,83;-0,20;0,00;0,00;0,00;2,86;7,98;6,00;5,83;0,75;0,25;0,36;26,66;30,12;;743,19;59,27
CTKA3;27,10;;1,25;-0,84;0,33;39,59;27,74;37,10;1,67;6,23;4,73;;0,46;1,42;-0,85;1,62;-67,24;26,65;20,91;-0,40;1,40;0,72;0,27;;149.236,03;-32,37;21,77
CTKA4;22,15;;1,02;-0,68;0,27;39,59;27,74;37,10;1,36;6,23;4,73;;0,38;1,16;-0,70;1,62;-67,24;26,65;20,91;-0,40;1,40;0,72;0,27;;311.501,74;-32,37;21,77
CTNM3;12,50;;-1,75;0,46;0,09;30,47;-1,66;-12,13;-12,79;-52,38;-43,22;1,55;0,21;3,03;-0,14;1,09;-26,15;-5,17;-3,60;0,20;0,64;0,43;-5,30;;74.867,30;27,26;-7,13
CTNM4;5,99;;-0,84;0,22;0,04;30,47;-1,66;-12,13;-6,13;-52,38;-43,22;1,55;0,10;1,45;-0,07;1,09;-26,15;-5,17;-3,60;0,20;0,64;0,43;-5,30;;125.304,68;27,26;-7,13
CTSA3;2,52;1,21;-17.529,61;0,98;0,44;18,14;4,42;0,00;14,09;;11,06;0,77;0,62;14,06;-0,81;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;112.321,41;2,56;0,00
CTSA4;2,00;1,52;-13.912,39;0,78;0,35;18,14;4,42;0,00;11,18;;11,06;0,77;0,49;11,16;-0,64;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;69.039,97;2,56;0,00
CTSA8;0,00;;0,00;0,00;0,00;18,14;4,42;0,00;0,00;;11,06;0,77;0,00;0,00;0,00;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;;2,56;0,00
CURY3;10,62;;17,87;6.743,10;1.726,64;35,84;19,91;12,73;11,43;11,43;0,00;-0,66;2,28;4.278,22;-11.911,62;1,89;37.741,48;9.664,08;25.609,78;0,26;0,65;758,86;;;7.626.972,82;0,00;0,59
CVCB3;20,59;2,03;-2,09;-10,71;0,70;81,82;-155,58;-207,35;-2,79;-3,06;-0,28;;4,34;-2,96;-2,42;0,75;-512,04;-33,62;-93,72;-0,07;1,06;0,16;19,77;-20,22;187.744.784,26;-1,92;-9,84
CYRE3;28,88;6,29;7,00;1,84;1,01;32,48;54,65;41,20;5,28;5,53;0,25;0,09;2,89;3,22;-1,92;3,01;26,32;14,47;19,26;0,55;0,43;0,35;-7,54;-8,46;198.012.769,68;15,66;4,12
DASA3;68,51;0,82;-172,75;8,45;2,65;24,99;1,31;-3,24;427,01;471,49;44,49;0,88;5,60;25,63;-3,84;1,50;-4,89;-1,54;-0,26;0,31;0,69;0,47;10,10;9,52;87.496,28;8,10;-0,40
DIRR3;12,99;6,24;19,79;1,50;0,38;34,62;13,11;6,98;10,53;10,89;0,36;0,05;1,38;1,06;-0,71;4,44;7,58;1,92;6,05;0,25;0,72;0,28;-4,50;-12,25;16.180.004,88;8,66;0,66
DMMO11;0,57;;-0,43;-0,20;0,50;-13,98;-72,90;-111,20;-0,65;;0,22;;0,47;-0,64;-1,09;0,41;-47,51;-117,06;31,33;-2,46;3,46;1,05;-15,03;;572.020,88;-2,82;-1,34
DMMO3;1,44;;-1,08;-0,51;1,26;-13,98;-72,90;-111,20;-1,64;;0,22;;1,20;-1,63;-2,76;0,41;-47,51;-117,06;31,33;-2,46;3,46;1,05;-15,03;;20.503.770,94;-2,82;-1,34
DMVF3;12,69;;-2.158,58;0,78;0,43;14,74;8,05;0,29;-77,59;-65,60;11,99;-0,12;;3,20;-0,71;1,51;-0,04;-0,02;-1,01;0,55;0,45;-0,07;;;3.389.264,53;16,17;-0,01
DOHL3;20,90;1,98;45,06;2,62;2,06;26,62;2,86;7,32;115,32;86,26;-4,76;-0,11;3,30;5,10;-4,03;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;68.526,03;7,97;0,46
DOHL4;5,17;8,79;11,15;0,65;0,51;26,62;2,86;7,32;28,53;86,26;-4,76;-0,11;0,82;1,26;-1,00;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;288.311,18;7,97;0,46
DTCY3;7,30;;-25,14;9,46;2,09;32,90;-3,27;-12,55;-96,38;-137,55;1,06;-0,10;3,16;-11,08;-2,88;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;10.592,10;0,77;-0,29
DTCY4;62,60;;-215,57;81,13;17,90;32,90;-3,27;-12,55;-826,47;-137,55;1,06;-0,10;27,06;-95,03;-24,70;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;45.933,00;0,77;-0,29
DTEX3;20,22;;32,01;2,87;1,25;28,32;12,99;7,98;19,68;22,33;2,65;0,39;2,56;8,54;-1,93;1,71;8,96;3,90;7,03;0,44;0,56;0,49;4,69;0,61;58.029.683,68;7,05;0,63
EALT3;13,31;0,41;14,27;1,67;0,68;24,31;10,30;8,21;11,37;10,20;2,76;0,40;1,17;10,29;-1,24;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;59.397,08;7,98;0,93
EALT4;5,19;1,16;5,56;0,65;0,26;24,31;10,30;8,21;4,43;10,20;2,76;0,40;0,46;4,01;-0,48;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;311.022,59;7,98;0,93
ECOR3;13,00;;25,67;10,57;0,59;39,47;32,03;6,97;5,59;11,01;5,42;10,25;1,79;35,53;-0,74;1,09;41,20;2,28;10,06;0,06;0,94;0,33;6,12;;56.758.898,62;1,23;0,51
ECPR3;77,00;;-2,41;1,04;0,55;;;;-2,83;-2,78;0,02;-0,01;;94,03;-0,55;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;7.733,00;73,72;-32,01
ECPR4;74,96;;-2,34;1,02;0,53;;;;-2,76;-2,78;0,02;-0,01;;91,54;-0,54;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;10.030,67;73,72;-32,01
EEEL3;517,35;3,82;13,04;1,86;0,88;59,99;46,83;26,56;7,39;7,53;0,13;0,03;3,46;5,26;-1,21;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;48.625,00;278,37;39,68
EEEL4;543,00;4,00;13,68;1,95;0,93;59,99;46,83;26,56;7,76;7,53;0,13;0,03;3,63;5,52;-1,27;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;49.599,38;278,37;39,68
EGIE3;44,91;3,84;15,37;5,13;1,07;38,94;40,57;21,13;8,00;10,69;2,69;1,72;3,25;11,26;-1,45;1,55;33,37;6,93;15,71;0,21;0,79;0,33;8,66;10,81;88.424.788,15;8,76;2,92
EKTR3;23,39;1,41;9,22;1,49;0,48;19,07;13,15;7,44;5,22;9,03;3,78;1,08;0,69;14,43;-0,75;1,10;16,22;5,20;8,66;0,32;0,68;0,70;7,24;2,43;14.626,36;15,65;2,54
EKTR4;23,60;1,53;9,30;1,51;0,48;19,07;13,15;7,44;5,27;9,03;3,78;1,08;0,69;14,56;-0,75;1,10;16,22;5,20;8,66;0,32;0,68;0,70;7,24;2,43;32.205,06;15,65;2,54
ELEK3;19,11;2,25;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;11.501,50;7,19;0,78
ELEK4;36,99;1,16;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;52.244,08;7,19;0,78
ELET3;36,86;4,41;7,19;0,76;0,32;78,47;42,21;24,50;4,17;6,75;2,58;0,47;1,76;2,65;-0,43;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;216.515.668,00;48,35;5,13
ELET5;39,01;5,89;7,61;0,81;0,34;78,47;42,21;24,50;4,42;6,75;2,58;0,47;1,86;2,80;-0,45;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;17.530,67;48,35;5,13
ELET6;36,84;4,85;7,19;0,76;0,32;78,47;42,21;24,50;4,17;6,75;2,58;0,47;1,76;2,65;-0,43;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;83.993.848,38;48,35;5,13
ELPL3;8,41;;3,41;0,49;0,06;9,15;9,15;3,27;1,22;2,92;1,70;0,68;0,11;-2,21;-0,07;0,91;14,39;1,64;13,53;0,11;0,89;0,50;6,77;;84.759.083,84;17,14;2,47
EMAE3;25,35;6,60;8,35;0,88;0,57;18,64;7,71;25,53;27,68;33,57;-12,74;-0,41;2,13;1,54;-1,01;6,10;10,58;6,79;-0,49;0,64;0,36;0,27;23,78;;;28,68;3,03
EMAE4;53,69;3,43;17,70;1,87;1,20;18,64;7,71;25,53;58,62;33,57;-12,74;-0,41;4,52;3,26;-2,15;6,10;10,58;6,79;-0,49;0,64;0,36;0,27;23,78;;288.818,82;28,68;3,03
EMBR3;8,95;;-1,48;0,42;0,11;10,48;-18,90;-35,02;-2,74;-8,27;-5,52;0,84;0,52;0,33;-0,26;2,29;-28,33;-7,31;-7,44;0,26;0,73;0,21;-6,86;;156.833.430,35;21,34;-6,05
ENAT3;11,19;10,21;8,59;1,01;0,65;33,40;33,74;29,77;7,58;3,71;-3,87;-0,52;2,56;2,03;-1,15;3,72;11,79;7,56;9,01;0,64;0,36;0,25;17,18;2,03;22.612.728,59;11,04;1,30
ENBR3;19,72;2,96;9,15;1,21;0,42;20,09;15,73;8,84;5,15;7,65;2,50;0,59;0,81;20,03;-0,56;1,09;13,23;4,57;9,03;0,35;0,61;0,52;11,35;12,08;56.761.705,94;16,28;2,15
ENEV3;56,68;;26,08;2,46;1,14;43,07;32,81;21,92;17,42;22,00;4,58;0,65;5,72;9,73;-1,45;2,19;9,43;4,36;7,02;0,46;0,54;0,20;11,78;;115.797.111,91;23,05;2,17
ENGI11;50,60;1,19;11,01;2,68;0,42;17,34;13,33;8,58;7,08;12,55;5,47;2,07;0,94;14,51;-0,58;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;73.279.471,71;18,89;4,60
ENGI3;17,70;0,68;19,26;4,69;0,74;17,34;13,33;8,58;12,39;12,55;5,47;2,07;1,65;25,38;-1,02;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;311.108,18;3,78;0,92
ENGI4;8,31;1,44;9,04;2,20;0,35;17,34;13,33;8,58;5,82;12,55;5,47;2,07;0,78;11,91;-0,48;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;282.832,65;3,78;0,92
ENJU3;11,99;;-87,45;32,17;21.443,29;35,24;-29,96;-32,64;-95,25;-92,05;3,20;-1,08;28,54;41,00;-110,76;2,85;-36,79;-24.520,85;-31,42;666,56;333,44;751,28;;;19.504.381,57;0,37;-0,14
ENMA3B;50,49;0,61;12,60;2,57;1,06;33,06;21,05;17,17;10,28;;0,81;0,20;2,16;5,98;-1,87;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;249.508,00;19,67;4,01
ENMA6B;83,99;1,58;20,96;4,27;1,76;33,06;21,05;17,17;17,10;;0,81;0,20;3,60;9,95;-3,11;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;164.437,89;19,67;4,01
ENMT3;29,89;;11,28;2,49;0,72;21,11;16,41;12,10;8,31;12,02;3,51;1,05;1,36;5,72;-1,13;1,53;22,05;6,39;9,81;0,29;0,71;0,53;13,13;41,49;112.492,21;12,02;2,65
ENMT4;31,00;1,83;11,70;2,58;0,75;21,11;16,41;12,10;8,62;12,02;3,51;1,05;1,41;5,93;-1,17;1,53;22,05;6,39;9,81;0,29;0,71;0,53;13,13;41,49;5.056,67;12,02;2,65
EQPA3;3,19;2,51;10,37;1,94;0,56;31,72;19,58;12,00;6,35;7,92;1,56;0,48;1,24;2,31;-0,95;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;162.569,18;1,64;0,31
EQPA5;5,24;0,95;17,03;3,19;0,93;31,72;19,58;12,00;10,44;7,92;1,56;0,48;2,04;3,80;-1,56;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;59.064,33;1,64;0,31
EQPA6;10,68;0,75;34,72;6,49;1,89;31,72;19,58;12,00;21,27;7,92;1,56;0,48;4,17;7,74;-3,18;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;1.068,00;1,64;0,31
EQPA7;5,33;1,50;17,33;3,24;0,94;31,72;19,58;12,00;10,62;7,92;1,56;0,48;2,08;3,86;-1,59;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;25.313,75;1,64;0,31
EQTL3;22,90;1,40;8,02;2,38;0,55;34,57;27,08;15,96;4,73;6,82;2,09;1,05;1,28;3,94;-0,81;1,77;29,69;6,85;13,46;0,23;0,72;0,43;22,53;28,32;162.900.458,74;9,62;2,86
