TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA
CCRO3;13,10;3,68;40,19;3,31;0,75;35,83;25,41;6,59;10,42;15,91;5,50;1,74;2,65;31,88;-1,00;1,10;8,23;1,86;6,27;0,23;0,77;0,28;7,44;1,11;119.910.714,07;3,96;0,33
CCXC3;1,16;;-0,46;-0,04;0,20;;;;-0,74;-0,72;0,02;;;-0,04;;0,16;-8,10;-43,41;4,96;-5,36;6,37;0,00;;;;-31,35;-2,54
CEAB3;12,38;;-11,91;1,50;0,56;47,62;-1,02;-7,89;-92,32;-130,05;-37,73;0,61;0,94;3,01;-1,04;1,69;-12,56;-4,73;-2,83;0,38;0,62;0,60;;;17.415.251,14;8,27;-1,04
CEBR3;133,50;1,25;22,69;2,27;0,52;12,64;6,12;3,13;11,59;11,92;-0,30;-0,06;0,71;2,72;-3,49;1,29;9,99;2,30;8,65;0,23;0,71;0,74;6,64;;566.426,69;58,88;5,88
CEBR5;155,80;2,52;26,48;2,65;0,61;12,64;6,12;3,13;13,52;11,92;-0,30;-0,06;0,83;3,17;-4,08;1,29;9,99;2,30;8,65;0,23;0,71;0,74;6,64;;173.894,67;58,88;5,88
CEBR6;148,00;1,24;25,16;2,51;0,58;12,64;6,12;3,13;12,85;11,92;-0,30;-0,06;0,79;3,02;-3,87;1,29;9,99;2,30;8,65;0,23;0,71;0,74;6,64;;729.533,14;58,88;5,88
CEDO3;12,28;;-2,10;0,97;0,18;15,82;-2,18;-9,98;-9,61;-23,44;-16,06;1,62;0,21;-2,42;-0,30;0,84;-46,11;-8,71;-3,52;0,19;0,78;0,87;3,73;;176.468,00;12,68;-5,85
CEDO4;5,64;;-0,96;0,44;0,08;15,82;-2,18;-9,98;-4,41;-23,44;-16,06;1,62;0,10;-1,11;-0,14;0,84;-46,11;-8,71;-3,52;0,19;0,78;0,87;3,73;;217.197,83;12,68;-5,85
CEEB3;40,50;2,40;10,36;1,77;0,51;22,95;15,51;10,05;6,71;12,86;4,74;1,25;1,04;20,41;-0,64;1,14;17,11;4,89;9,66;0,29;0,71;0,49;12,72;16,24;104.317,43;22,85;3,91
CEEB5;44,17;2,20;11,30;1,93;0,55;22,95;15,51;10,05;7,32;12,86;4,74;1,25;1,14;22,26;-0,70;1,14;17,11;4,89;9,66;0,29;0,71;0,49;12,72;16,24;7.117,00;22,85;3,91
CEEB6;60,68;1,76;15,52;2,66;0,76;22,95;15,51;10,05;10,06;12,86;4,74;1,25;1,56;30,58;-0,96;1,14;17,11;4,89;9,66;0,29;0,71;0,49;12,72;16,24;;22,85;3,91
CEED3;52,00;;-0,33;-0,09;0,13;-1,01;-16,70;-44,49;-0,88;-2,51;-1,63;;0,15;-0,11;-0,17;0,17;-28,67;-39,36;13,70;-1,37;2,37;0,88;3,53;;60.035,14;-548,09;-157,15
CEED4;70,00;;-0,45;-0,13;0,18;-1,01;-16,70;-44,49;-1,19;-2,51;-1,63;;0,20;-0,15;-0,23;0,17;-28,67;-39,36;13,70;-1,37;2,37;0,88;3,53;;8.180,00;-548,09;-157,15
CEGR3;61,00;0,16;40,28;13,42;4,53;29,25;18,21;10,97;24,25;25,44;1,18;0,66;4,42;-75,31;-6,06;0,81;33,31;11,25;19,93;0,34;0,66;1,03;5,62;3,05;15.918,88;4,55;1,51
CEPE3;127,13;1,59;45,33;5,62;0,99;16,65;8,14;3,37;18,78;26,03;8,85;2,65;1,53;78,39;-1,45;1,04;12,39;2,19;6,03;0,18;0,82;0,65;9,02;6,60;92.909,67;22,64;2,80
CEPE5;30,00;6,73;10,70;1,33;0,23;16,65;8,14;3,37;4,43;26,03;8,85;2,65;0,36;18,50;-0,34;1,04;12,39;2,19;6,03;0,18;0,82;0,65;9,02;6,60;122.295,82;22,64;2,80
CEPE6;32,50;6,83;11,59;1,44;0,25;16,65;8,14;3,37;4,80;26,03;8,85;2,65;0,39;20,04;-0,37;1,04;12,39;2,19;6,03;0,18;0,82;0,65;9,02;6,60;45.861,92;22,64;2,80
CESP3;28,91;7,87;6,46;1,33;0,74;40,93;56,72;79,28;9,03;10,23;0,86;0,13;5,12;18,60;-0,82;1,69;20,57;11,49;1,55;0,56;0,44;0,14;-20,20;15,73;254.823,00;21,77;4,48
CESP5;38,90;9,45;8,69;1,79;1,00;40,93;56,72;79,28;12,14;10,23;0,86;0,13;6,89;25,03;-1,11;1,69;20,57;11,49;1,55;0,56;0,44;0,14;-20,20;15,73;115.134,90;21,77;4,48
CESP6;30,59;7,44;6,83;1,41;0,79;40,93;56,72;79,28;9,55;10,23;0,86;0,13;5,42;19,68;-0,87;1,69;20,57;11,49;1,55;0,56;0,44;0,14;-20,20;15,73;51.515.433,48;21,77;4,48
CGAS3;168,99;4,96;18,71;18,47;1,93;34,16;23,24;14,13;11,38;13,79;2,42;3,92;2,64;14,85;-3,60;1,39;98,74;10,33;16,55;0,10;0,90;0,73;8,30;17,45;203.094,05;9,15;9,03
CGAS5;167,30;5,52;18,52;18,29;1,91;34,16;23,24;14,13;11,26;13,79;2,42;3,92;2,62;14,70;-3,56;1,39;98,74;10,33;16,55;0,10;0,90;0,73;8,30;17,45;1.512.194,79;9,15;9,03
CGRA3;40,93;4,20;6,05;1,32;1,01;53,96;24,81;31,06;7,58;6,64;-0,94;-0,16;1,88;3,94;-1,66;2,82;21,75;16,61;13,56;0,76;0,24;0,53;3,42;16,83;122.169,66;31,09;6,76
CGRA4;40,95;4,20;6,06;1,32;1,01;53,96;24,81;31,06;7,58;6,64;-0,94;-0,16;1,88;3,94;-1,66;2,82;21,75;16,61;13,56;0,76;0,24;0,53;3,42;16,83;580.264,62;31,09;6,76
CIEL3;3,82;1,70;23,49;1,13;0,13;30,67;8,88;4,13;10,92;14,52;3,60;0,37;0,97;1,63;-0,79;1,11;4,83;0,56;2,85;0,12;0,88;0,14;7,99;-11,13;135.588.023,72;3,37;0,16
CLSC3;60,00;3,96;6,61;1,37;0,22;12,66;6,42;4,27;4,40;5,51;1,30;0,41;0,28;6,92;-0,35;1,10;20,70;3,36;10,21;0,16;0,84;0,79;4,99;-11,18;817.383,75;43,87;9,08
CLSC4;55,58;4,70;6,12;1,27;0,21;12,66;6,42;4,27;4,07;5,51;1,30;0,41;0,26;6,41;-0,32;1,10;20,70;3,36;10,21;0,16;0,84;0,79;4,99;-11,18;361.826,34;43,87;9,08
CMIG3;16,71;3,68;12,51;1,47;0,48;23,11;16,08;8,20;6,38;8,62;2,76;0,64;1,03;3,98;-0,67;1,70;11,73;3,81;10,48;0,32;0,68;0,46;5,38;-0,06;13.373.681,34;11,39;1,34
CMIG4;14,67;4,19;10,98;1,29;0,42;23,11;16,08;8,20;5,60;8,62;2,76;0,64;0,90;3,50;-0,59;1,70;11,73;3,81;10,48;0,32;0,68;0,46;5,38;-0,06;137.836.015,66;11,39;1,34
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,38;0,38;-0,89;;0,00;0,00;141,75;-233,87;-232,40;-237,47;0,99;0,01;0,00;;;;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,38;0,38;-0,89;;0,00;0,00;141,75;-233,87;-232,40;-237,47;0,99;0,01;0,00;;;;0,00;0,00
CNSY3;30,22;;-27,81;135,13;5,22;-7,98;-37,91;-48,05;-35,24;-39,58;-4,34;16,62;13,36;-20,45;-5,51;0,17;-485,95;-18,76;-22,50;0,04;0,96;0,39;19,24;;;0,22;-1,09
CNTO3;26,43;;172,92;3,33;1,24;45,63;5,49;1,71;53,77;56,40;2,63;0,16;2,95;4,34;-2,42;2,42;1,92;0,72;2,88;0,37;0,63;0,42;;;42.741.974,17;7,94;0,15
COCE3;69,00;3,08;14,83;1,69;0,54;14,35;9,04;6,37;10,44;12,65;4,45;0,72;0,94;-145,03;-0,79;0,99;11,37;3,67;7,14;0,32;0,68;0,58;8,25;9,99;15.982,25;40,94;4,65
COCE5;58,59;3,62;12,59;1,43;0,46;14,35;9,04;6,37;8,87;12,65;4,45;0,72;0,80;-123,15;-0,67;0,99;11,37;3,67;7,14;0,32;0,68;0,58;8,25;9,99;902.154,38;40,94;4,65
COCE6;30,22;7,03;6,49;0,74;0,24;14,35;9,04;6,37;4,57;12,65;4,45;0,72;0,41;-63,52;-0,35;0,99;11,37;3,67;7,14;0,32;0,68;0,58;8,25;9,99;;40,94;4,65
COGN3;4,76;;-4,57;0,52;0,25;59,44;-15,18;-31,59;-9,51;-17,13;-7,61;0,42;1,44;2,20;-0,32;1,94;-11,37;-5,42;-3,65;0,48;0,49;0,17;13,24;-24,68;294.863.259,21;9,16;-1,04
CORR3;2,71;;0,01;0,01;0,00;74,74;56,37;53,90;0,01;-0,09;-0,21;-0,35;0,00;0,00;-0,02;13,09;164,96;40,75;159,34;0,25;0,75;0,76;-33,38;;;240,27;396,36
CORR4;69,00;;0,17;0,29;0,07;74,74;56,37;53,90;0,17;-0,09;-0,21;-0,35;0,09;0,09;-0,41;13,09;164,96;40,75;159,34;0,25;0,75;0,76;-33,38;;10.850,00;240,27;396,36
CPFE3;32,24;5,59;10,55;2,56;0,73;22,58;16,55;11,87;7,57;10,03;2,46;0,83;1,25;12,62;-1,07;1,23;24,22;6,95;11,08;0,29;0,71;0,59;11,46;25,40;70.213.640,45;12,61;3,06
CPLE3;63,25;4,46;4,47;0,86;0,38;29,92;22,48;18,04;3,59;5,05;1,39;0,33;0,81;6,03;-0,50;1,40;19,32;8,60;10,59;0,45;0,55;0,48;3,14;9,08;12.443.836,48;73,29;14,16
CPLE5;134,06;4,10;9,47;1,83;0,81;29,92;22,48;18,04;7,60;5,05;1,39;0,33;1,71;12,77;-1,05;1,40;19,32;8,60;10,59;0,45;0,55;0,48;3,14;9,08;6.052,00;73,29;14,16
CPLE6;66,01;4,70;4,66;0,90;0,40;29,92;22,48;18,04;3,74;5,05;1,39;0,33;0,84;6,29;-0,52;1,40;19,32;8,60;10,59;0,45;0,55;0,48;3,14;9,08;102.343.083,10;73,29;14,16
CPRE3;18,23;;19,05;1,89;0,86;49,98;35,17;28,88;15,64;17,64;2,00;0,24;5,50;-91,82;-0,99;0,94;9,91;4,50;5,66;0,45;0,54;0,16;9,10;;5.456,00;9,66;0,96
CRDE3;26,60;;-20,08;0,54;0,48;80,97;3,49;-48,06;276,52;199,80;-76,73;-0,15;9,65;2,98;-0,61;4,89;-2,67;-2,41;-0,28;0,90;0,10;0,05;11,36;;39.966,57;49,69;-1,32
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44
CRFB3;20,29;1,23;16,98;2,73;0,87;20,00;6,10;3,52;9,79;11,11;1,32;0,37;0,60;17,47;-1,68;1,11;16,05;5,10;13,12;0,32;0,65;1,45;10,32;12,50;113.018.493,69;7,45;1,19
CRIV3;5,51;0,63;9,77;0,58;0,10;53,72;17,06;11,75;6,73;7,20;;;1,15;0,78;-0,13;2,93;5,95;1,05;;0,18;0,82;0,09;-5,15;14,18;28.662,90;9,49;0,56
CRIV4;6,40;7,60;11,35;0,67;0,12;53,72;17,06;11,75;7,82;7,20;;;1,33;0,90;-0,15;2,93;5,95;1,05;;0,18;0,82;0,09;-5,15;14,18;32.019,54;9,49;0,56
CRPG3;50,01;1,77;12,01;2,15;1,56;31,56;20,87;20,28;11,67;9,60;-1,59;-0,29;2,44;2,28;-8,36;6,44;17,92;13,01;18,10;0,73;0,27;0,64;8,35;;23.644,40;23,24;4,16
CRPG5;46,86;1,88;11,25;2,02;1,46;31,56;20,87;20,28;10,94;9,60;-1,59;-0,29;2,28;2,13;-7,83;6,44;17,92;13,01;18,10;0,73;0,27;0,64;8,35;;733.279,48;23,24;4,16
CRPG6;44,90;1,97;10,78;1,93;1,40;31,56;20,87;20,28;10,48;9,60;-1,59;-0,29;2,19;2,04;-7,51;6,44;17,92;13,01;18,10;0,73;0,27;0,64;8,35;;89.619,24;23,24;4,16
CSAB3;49,08;6,32;8,28;1,92;0,97;-432,32;-5.765,78;-5.795,29;8,32;8,54;;;;9,48;-1,14;2,99;23,21;11,67;;0,50;0,50;0,00;-27,17;-14,21;6.752,67;25,55;5,93
CSAB4;51,70;6,60;8,72;2,02;1,02;-432,32;-5.765,78;-5.795,29;8,76;8,54;;;;9,98;-1,20;2,99;23,21;11,67;;0,50;0,50;0,00;-27,17;-14,21;19.200,20;25,55;5,93
CSAN3;81,44;1,84;31,34;3,01;0,89;29,61;19,83;7,87;12,44;16,98;4,54;1,10;2,47;5,62;-1,32;1,95;9,61;2,84;8,48;0,30;0,69;0,36;10,73;31,02;181.463.672,24;27,04;2,60
CSMG3;16,71;16,68;7,91;0,89;0,53;44,16;23,69;15,15;5,06;6,83;1,77;0,31;1,20;7,56;-0,65;1,57;11,24;6,67;9,31;0,59;0,41;0,44;4,54;18,85;30.215.629,59;18,79;2,11
CSNA3;34,36;0,03;42,97;9,54;0,84;32,98;14,06;4,14;12,66;19,99;7,34;5,53;1,78;8,39;-1,24;1,44;22,21;1,95;6,82;0,09;0,89;0,47;9,54;;447.152.537,21;3,60;0,80
CSRN3;16,39;1,96;8,55;2,10;0,59;23,60;17,42;12,31;6,04;9,20;3,16;1,10;1,05;6,39;-0,77;1,68;24,58;6,93;12,19;0,28;0,72;0,56;10,15;5,29;72.525,20;7,80;1,92
CSRN5;16,75;2,11;8,74;2,15;0,61;23,60;17,42;12,31;6,18;9,20;3,16;1,10;1,08;6,53;-0,79;1,68;24,58;6,93;12,19;0,28;0,72;0,56;10,15;5,29;42.292,54;7,80;1,92
CSRN6;16,35;2,16;8,53;2,10;0,59;23,60;17,42;12,31;6,03;9,20;3,16;1,10;1,05;6,38;-0,77;1,68;24,58;6,93;12,19;0,28;0,72;0,56;10,15;5,29;49.484,50;7,80;1,92
CTCA3;0,00;;0,00;0,00;0,00;64,04;23,48;16,83;0,00;-1,83;-1,83;-0,20;0,00;0,00;0,00;2,86;7,98;6,00;5,83;0,75;0,25;0,36;26,66;30,12;;1,86;0,15
CTKA3;25,17;;1,16;-0,78;0,31;39,59;27,74;37,10;1,55;6,10;4,73;;0,43;1,32;-0,79;1,62;-67,24;26,65;20,91;-0,40;1,40;0,72;0,27;;156.367,21;-32,37;21,77
CTKA4;19,65;;0,90;-0,61;0,24;39,59;27,74;37,10;1,21;6,10;4,73;;0,33;1,03;-0,62;1,62;-67,24;26,65;20,91;-0,40;1,40;0,72;0,27;;262.265,38;-32,37;21,77
CTNM3;11,64;;-1,63;0,43;0,08;30,47;-1,66;-12,13;-11,91;-51,97;-43,22;1,55;0,20;2,82;-0,13;1,09;-26,15;-5,17;-3,60;0,20;0,64;0,43;-5,30;;60.892,18;27,26;-7,13
CTNM4;5,97;;-0,84;0,22;0,04;30,47;-1,66;-12,13;-6,11;-51,97;-43,22;1,55;0,10;1,45;-0,07;1,09;-26,15;-5,17;-3,60;0,20;0,64;0,43;-5,30;;153.055,79;27,26;-7,13
CTSA3;2,52;1,21;-17.529,61;0,98;0,44;18,14;4,42;0,00;14,09;25,15;11,06;0,77;0,62;14,06;-0,81;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;29.847,21;2,56;0,00
CTSA4;1,98;1,54;-13.773,27;0,77;0,35;18,14;4,42;0,00;11,07;25,15;11,06;0,77;0,49;11,05;-0,63;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;42.270,17;2,56;0,00
CTSA8;0,00;;0,00;0,00;0,00;18,14;4,42;0,00;0,00;25,15;11,06;0,77;0,00;0,00;0,00;1,07;-0,01;0,00;2,79;0,45;0,55;0,71;2,57;61,71;;2,56;0,00
CURY3;11,59;;19,50;7.358,99;1.884,34;35,84;19,91;12,73;12,47;12,47;0,00;-0,66;2,48;4.668,98;-12.999,59;1,89;37.741,48;9.664,08;25.609,78;0,26;0,65;758,86;;;9.104.033,72;0,00;0,59
CVCB3;19,85;;-2,02;-10,33;0,68;81,82;-155,58;-207,35;-2,69;-2,96;-0,28;;4,18;-2,85;-2,33;0,75;-512,04;-33,62;-93,72;-0,07;1,06;0,16;19,77;-20,22;174.054.519,79;-1,92;-9,84
CYRE3;28,58;6,36;6,93;1,82;1,00;32,48;54,65;41,20;5,23;5,48;0,25;0,09;2,86;3,18;-1,90;3,01;26,32;14,47;19,26;0,55;0,43;0,35;-7,54;-8,46;169.421.886,00;15,66;4,12
DASA3;130,00;0,22;-327,81;16,04;5,03;24,99;1,31;-3,24;810,26;854,74;44,49;0,88;10,62;48,62;-7,29;1,50;-4,89;-1,54;-0,26;0,31;0,69;0,47;10,10;9,52;169.396,27;8,10;-0,40
DIRR3;14,50;5,59;22,09;1,67;0,42;34,62;13,11;6,98;11,76;12,12;0,36;0,05;1,54;1,18;-0,79;4,44;7,58;1,92;6,05;0,25;0,72;0,28;-4,50;-12,25;22.143.628,38;8,66;0,66
DMMO3;1,20;;-0,90;-0,43;1,05;-13,98;-72,90;-111,20;-1,37;-1,15;0,22;;1,00;-1,35;-2,30;0,41;-47,51;-117,06;31,33;-2,46;3,46;1,05;-15,03;;21.929.075,45;-2,82;-1,34
DMVF3;12,10;;-2.058,22;0,75;0,41;14,74;8,05;0,29;-73,99;-62,00;11,99;-0,12;;3,05;-0,68;1,51;-0,04;-0,02;-1,01;0,55;0,45;-0,07;;;4.073.986,90;16,17;-0,01
DOHL3;42,50;0,97;91,63;5,33;4,20;26,62;2,86;7,32;234,49;172,78;-4,76;-0,11;6,71;10,37;-8,20;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;114.986,31;7,97;0,46
DOHL4;5,63;8,07;12,14;0,71;0,56;26,62;2,86;7,32;31,06;172,78;-4,76;-0,11;0,89;1,37;-1,09;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;372.387,69;7,97;0,46
DTCY3;11,30;;-38,91;14,65;3,23;32,90;-3,27;-12,55;-149,19;-187,31;1,06;-0,10;4,88;-17,15;-4,46;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;232.331,35;0,77;-0,29
DTCY4;62,60;;-215,57;81,13;17,90;32,90;-3,27;-12,55;-826,47;-187,31;1,06;-0,10;27,06;-95,03;-24,70;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;;0,77;-0,29
DTEX3;19,85;;31,43;2,81;1,23;28,32;12,99;7,98;19,32;21,97;2,65;0,39;2,51;8,38;-1,89;1,71;8,96;3,90;7,03;0,44;0,56;0,49;4,69;0,61;47.315.122,31;7,05;0,63
EALT3;20,40;0,27;21,87;2,56;1,04;24,31;10,30;8,21;17,43;12,77;2,76;0,40;1,80;15,77;-1,90;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;155.386,14;7,98;0,93
EALT4;5,08;1,18;5,45;0,64;0,26;24,31;10,30;8,21;4,34;12,77;2,76;0,40;0,45;3,93;-0,47;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;534.971,21;7,98;0,93
ECOR3;13,09;;25,84;10,65;0,59;39,47;32,03;6,97;5,63;11,04;5,42;10,25;1,80;35,78;-0,74;1,09;41,20;2,28;10,06;0,06;0,94;0,33;6,12;;47.960.047,28;1,23;0,51
ECPR3;77,00;;-2,41;1,04;0,55;;;;-2,83;-2,78;0,02;-0,01;;94,03;-0,55;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;7.733,00;73,72;-32,01
ECPR4;74,96;;-2,34;1,02;0,53;;;;-2,76;-2,78;0,02;-0,01;;91,54;-0,54;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;10.030,67;73,72;-32,01
EEEL3;525,00;3,76;13,23;1,89;0,90;59,99;46,83;26,56;7,50;7,65;0,13;0,03;3,51;5,34;-1,23;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;52.500,00;278,37;39,68
EEEL4;575,00;3,78;14,49;2,07;0,98;59,99;46,83;26,56;8,22;7,65;0,13;0,03;3,85;5,84;-1,35;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;51.966,00;278,37;39,68
EGIE3;44,59;3,87;15,26;5,09;1,06;38,94;40,57;21,13;7,95;10,64;2,69;1,72;3,22;11,18;-1,44;1,55;33,37;6,93;15,71;0,21;0,79;0,33;8,66;10,81;72.973.789,97;8,76;2,92
EKTR3;43,80;1,45;17,26;2,80;0,90;19,07;13,15;7,44;9,77;11,22;3,78;1,08;1,28;27,03;-1,40;1,10;16,22;5,20;8,66;0,32;0,68;0,70;7,24;2,43;49.957,10;15,65;2,54
EKTR4;23,92;2,92;9,43;1,53;0,49;19,07;13,15;7,44;5,34;11,22;3,78;1,08;0,70;14,76;-0,76;1,10;16,22;5,20;8,66;0,32;0,68;0,70;7,24;2,43;142.301,13;15,65;2,54
ELEK3;19,11;0,34;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;11.501,50;7,19;0,78
ELEK4;36,99;0,17;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;52.244,08;7,19;0,78
ELET3;34,09;4,77;6,65;0,71;0,29;78,47;42,21;24,50;3,86;6,45;2,58;0,47;1,63;2,45;-0,40;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;215.612.246,59;48,35;5,13
ELET5;45,90;5,00;8,95;0,95;0,40;78,47;42,21;24,50;5,20;6,45;2,58;0,47;2,19;3,30;-0,53;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;9.264,00;48,35;5,13
ELET6;34,58;5,17;6,75;0,72;0,30;78,47;42,21;24,50;3,92;6,45;2,58;0,47;1,65;2,49;-0,40;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;76.693.609,41;48,35;5,13
ELPL3;8,41;;3,41;0,49;0,06;9,15;9,15;3,27;1,22;2,92;1,70;0,68;0,11;-2,21;-0,07;0,91;14,39;1,64;13,53;0,11;0,89;0,50;6,77;;;17,14;2,47
EMAE3;25,35;27,50;8,35;0,88;0,57;18,64;7,71;25,53;27,68;42,52;-12,74;-0,41;2,13;1,54;-1,01;6,10;10,58;6,79;-0,49;0,64;0,36;0,27;23,78;;;28,68;3,03
EMAE4;67,30;11,39;22,18;2,35;1,51;18,64;7,71;25,53;73,48;42,52;-12,74;-0,41;5,66;4,09;-2,69;6,10;10,58;6,79;-0,49;0,64;0,36;0,27;23,78;;1.652.123,90;28,68;3,03
EMBR3;9,52;;-1,57;0,45;0,12;10,48;-18,90;-35,02;-2,92;-8,44;-5,52;0,84;0,55;0,35;-0,28;2,29;-28,33;-7,31;-7,44;0,26;0,73;0,21;-6,86;;161.058.524,48;21,34;-6,05
ENAT3;12,16;9,40;9,34;1,10;0,71;33,40;33,74;29,77;8,24;4,37;-3,87;-0,52;2,78;2,21;-1,25;3,72;11,79;7,56;9,01;0,64;0,36;0,25;17,18;2,03;21.778.368,66;11,04;1,30
ENBR3;20,42;2,28;9,48;1,25;0,43;20,09;15,73;8,84;5,33;7,83;2,50;0,59;0,84;20,74;-0,58;1,09;13,23;4,57;9,03;0,35;0,61;0,52;11,35;12,08;56.301.766,10;16,28;2,15
ENEV3;66,82;;30,74;2,90;1,34;43,07;32,81;21,92;20,54;25,12;4,58;0,65;6,74;11,47;-1,71;2,19;9,43;4,36;7,02;0,46;0,54;0,20;11,78;;139.595.961,00;23,05;2,17
ENGI11;48,40;1,24;10,53;2,56;0,41;17,34;13,33;8,58;6,77;12,24;5,47;2,07;0,90;13,88;-0,56;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;83.548.192,72;18,89;4,60
ENGI3;16,38;0,73;17,82;4,34;0,69;17,34;13,33;8,58;11,46;12,24;5,47;2,07;1,53;23,48;-0,95;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;395.148,17;3,78;0,92
ENGI4;8,00;1,50;8,70;2,12;0,34;17,34;13,33;8,58;5,60;12,24;5,47;2,07;0,75;11,47;-0,46;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;423.170,59;3,78;0,92
ENJU3;15,55;;-113,41;41,72;27.810,11;35,24;-29,96;-32,64;-123,54;-120,33;3,20;-1,08;37,02;53,17;-143,65;2,85;-36,79;-24.520,85;-31,42;666,56;333,44;751,28;;;16.212.064,14;0,37;-0,14
ENMA3B;50,49;0,61;12,60;2,57;1,06;33,06;21,05;17,17;10,28;;0,81;0,20;2,16;5,98;-1,87;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;249.508,00;19,67;4,01
ENMA6B;83,99;1,58;20,96;4,27;1,76;33,06;21,05;17,17;17,10;;0,81;0,20;3,60;9,95;-3,11;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;;19,67;4,01
ENMT3;29,55;;11,15;2,46;0,71;21,11;16,41;12,10;8,22;12,53;3,51;1,05;1,35;5,65;-1,12;1,53;22,05;6,39;9,81;0,29;0,71;0,53;13,13;41,49;66.585,61;12,02;2,65
ENMT4;34,00;1,67;12,83;2,83;0,82;21,11;16,41;12,10;9,45;12,53;3,51;1,05;1,55;6,50;-1,29;1,53;22,05;6,39;9,81;0,29;0,71;0,53;13,13;41,49;8.005,00;12,02;2,65
EQPA3;3,60;7,78;11,70;2,19;0,64;31,72;19,58;12,00;7,17;8,74;1,56;0,48;1,40;2,61;-1,07;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;313.484,79;1,64;0,31
EQPA5;5,89;4,24;19,15;3,58;1,04;31,72;19,58;12,00;11,73;8,74;1,56;0,48;2,30;4,27;-1,76;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;34.533,60;1,64;0,31
EQPA6;10,48;2,67;34,07;6,37;1,85;31,72;19,58;12,00;20,87;8,74;1,56;0,48;4,09;7,60;-3,12;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;1.068,00;1,64;0,31
EQPA7;5,60;5,00;18,21;3,41;0,99;31,72;19,58;12,00;11,15;8,74;1,56;0,48;2,18;4,06;-1,67;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;17.391,37;1,64;0,31
EQTL3;23,36;1,37;8,18;2,43;0,56;34,57;27,08;15,96;4,82;6,91;2,09;1,05;1,31;4,02;-0,83;1,77;29,69;6,85;13,46;0,23;0,72;0,43;22,53;28,32;179.787.149,59;9,62;2,86
ESTR3;17,80;;-0,61;-0,03;0,06;47,63;11,87;-22,10;1,14;6,04;4,51;;0,14;-0,03;-0,12;0,21;-4,82;-9,56;-2,96;-1,98;2,98;0,43;-11,86;;;-601,37;-29,00
ESTR4;27,00;;-0,93;-0,04;0,09;47,63;11,87;-22,10;1,73;6,04;4,51;;0,21;-0,05;-0,18;0,21;-4,82;-9,56;-2,96;-1,98;2,98;0,43;-11,86;;59.593,36;-601,37;-29,00
ETER3;12,00;;13,96;7,62;0,99;26,24;15,49;7,73;6,97;7,05;0,09;0,10;1,08;8,14;-1,93;1,34;54,57;7,12;34,54;0,13;0,87;0,92;-12,96;;63.534.318,24;1,57;0,86
